City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Constitución,-35.3333,-72.4167,55.29,89,100,3.4,CL,1618713728
Laas,46.6166,10.7002,33.75,74,0,5.75,IT,1618713562
Selizharovo,56.8519,33.4487,39.56,77,18,9.4,RU,1618713728
Nanchital de Lázaro Cárdenas del Río,18.0667,-94.4,78.55,67,12,9.75,MX,1618713718
Livingston,55.9029,-3.5226,37.85,86,100,1.14,GB,1618713429
Benguela,-12.5763,13.4055,79.11,73,2,3.51,AO,1618713729
Hervey Bay,-25.2986,152.8535,77.0,66,43,5.01,AU,1618713730
Kolárovo,47.9229,17.9847,44.37,81,90,5.75,SK,1618713731
Port Macquarie,-31.4333,152.9167,69.46,62,37,4.0,AU,1618713731
Calabozo,8.9242,-67.4293,85.68,40,95,6.96,VE,1618713732
Mwense,-10.3845,28.698,64.76,76,90,7.63,ZM,1618713732
Nabire,-3.3667,135.4833,80.78,84,85,3.06,ID,1618713733
Maués,-3.3836,-57.7186,72.46,99,100,2.73,BR,1618713734
Saldanha,-33.0117,17.9442,64.4,39,0,10.22,ZA,1618713736
Antofagasta,-23.65,-70.4,60.8,82,0,3.44,CL,1618713578
Nuuk,64.1835,-51.7216,15.8,48,40,12.66,GL,1618713677
Kavaratti,10.5669,72.642,84.07,67,3,5.61,IN,1618713737
Brunsbüttel,53.9,9.15,43.61,79,81,1.99,DE,1618713737
Ust-Maya,60.4167,134.5333,36.05,60,100,7.76,RU,1618713738
Bānsgāon,26.5586,83.3481,91.62,19,4,5.77,IN,1618713738
Alofi,-19.0595,-169.9187,82.4,69,6,5.75,NU,1618713738
Garoowe,8.4054,48.4845,72.86,85,1,6.24,SO,1618713739
Cidreira,-30.1811,-50.2056,69.78,86,100,6.11,BR,1618713739
Amarante do Maranhão,-5.5667,-46.7422,70.97,93,100,2.33,BR,1618713740
Egvekinot,66.3167,-179.1667,28.02,98,100,12.95,RU,1618713740
Edd,13.9297,41.6925,84.63,48,40,10.56,ER,1618713741
Osmeña,10.5208,119.9258,84.34,70,100,7.67,PH,1618713741
Chifeng,42.2683,118.9636,63.55,12,0,10.96,CN,1618713601
Kutoarjo,-7.7169,109.9128,87.15,60,65,2.71,ID,1618713742
Plainview,40.7765,-73.4673,49.1,50,90,3.44,US,1618713742
Khani,41.9563,42.9566,57.2,82,90,6.91,GE,1618713742
Igurubi,-4.0,33.7,63.86,87,90,8.5,TZ,1618713743
Shache,38.4167,77.2406,63.63,34,100,4.25,CN,1618713744
Gornopravdinsk,60.05,69.9,16.29,76,100,15.14,RU,1618713744
Cottonwood,34.7392,-112.0099,59.34,31,61,10.36,US,1618713744
Nantucket,41.2835,-70.0995,41.97,81,90,4.61,US,1618713745
Ishinomaki,38.4167,141.3,60.8,33,20,26.46,JP,1618713745
Lompoc,34.6391,-120.4579,49.12,76,8,10.36,US,1618713746
Karaton,-6.3424,106.1045,83.48,78,20,6.91,ID,1618713746
Birsk,55.4211,55.5428,40.55,67,0,4.45,RU,1618713747
Jidvei,46.2167,24.1,42.87,87,75,5.75,RO,1618713748
Hong Kong,22.2855,114.1577,73.81,59,67,7.0,HK,1618713486
Middelkerke,51.1558,2.8418,38.66,81,40,4.61,BE,1618713749
Sesheke,-17.4759,24.2968,56.77,84,6,5.95,ZM,1618713749
Ende,-8.8432,121.6623,85.59,60,100,5.77,ID,1618713750
Long Beach,33.767,-118.1892,61.29,63,1,8.05,US,1618713581
Iqaluit,63.7506,-68.5145,12.2,67,75,2.3,CA,1618713587
Beloha,-25.1667,45.05,63.43,57,70,8.3,MG,1618713751
Phatthalung,7.5,100.0833,82.4,78,20,2.3,TH,1618713751
Jamestown,42.097,-79.2353,40.12,81,90,3.44,US,1618713752
Gimli,50.6336,-96.9907,39.2,65,100,2.3,CA,1618713625
Nome,64.5011,-165.4064,33.44,75,1,6.91,US,1618713752
Atasū,48.6814,71.6433,55.74,46,66,4.7,KZ,1618713752
Tigil',57.8,158.6667,34.68,100,100,13.6,RU,1618713753
Flinders,-34.5833,150.8552,71.01,62,30,3.0,AU,1618713542
Suoyarvi,62.0833,32.35,31.59,95,9,3.96,RU,1618713753
Abu Dhabi,24.4667,54.3667,70.83,73,0,3.44,AE,1618713667
Lalibela,12.0333,39.0333,62.15,51,63,3.42,ET,1618713754
Toktogul,41.8708,72.9402,56.46,60,100,0.09,KG,1618713754
Hadejia,12.4498,10.0444,81.88,8,96,5.57,NG,1618713754
Carmelo,-33.9892,-58.2856,66.92,100,0,4.61,UY,1618713755
Zabid,14.1951,43.3152,76.98,60,7,3.09,YE,1618713755
Birao,10.2849,22.7882,74.79,12,95,6.64,CF,1618713610
College,64.8569,-147.8028,54.14,26,1,5.75,US,1618713756
Betanzos,43.2804,-8.2147,40.62,87,0,2.3,ES,1618713756
Balyqshy,47.0667,51.8667,59.0,58,40,15.66,KZ,1618713757
Dondo,-19.6094,34.7431,69.8,88,75,6.85,MZ,1618713757
Māngrol,21.1167,70.1167,81.7,69,0,9.46,IN,1618713758
Nyurba,63.2842,118.3319,17.42,81,100,11.65,RU,1618713758
San Fernando,15.0286,120.6898,89.6,48,75,9.22,PH,1618713759
Salinópolis,-0.6136,-47.3561,77.99,86,99,10.09,BR,1618713760
Mogadishu,2.0371,45.3438,82.78,71,24,8.23,SO,1618713760
Chapais,49.7834,-74.8492,39.2,65,75,3.44,CA,1618713760
Norman Wells,65.282,-126.8329,46.4,42,40,9.22,CA,1618713762
Hirtshals,57.5881,9.9592,45.37,66,90,6.91,DK,1618713762
Beringovskiy,63.05,179.3167,32.38,99,100,10.42,RU,1618713763
Progreso,21.2833,-89.6667,86.0,58,40,7.92,MX,1618713764
Kaitangata,-46.2817,169.8464,57.99,71,56,4.0,NZ,1618713765
São Gabriel da Cachoeira,-0.1303,-67.0892,73.08,96,99,0.63,BR,1618713765
Sorong,-0.8833,131.25,84.74,68,86,10.04,ID,1618713765
Cherskiy,68.75,161.3,29.62,71,100,29.04,RU,1618713766
Batagay,67.6333,134.6333,19.47,86,100,6.31,RU,1618713767
Bengkulu,-3.8004,102.2655,81.27,69,98,1.39,ID,1618713512
Benghazi,32.1167,20.0667,67.77,69,100,10.22,LY,1618713767
Tiznit Province,29.5833,-9.5,59.36,71,6,0.96,MA,1618713767
Vila Franca do Campo,37.7167,-25.4333,62.6,94,75,8.05,PT,1618713768
Torbay,47.6666,-52.7314,34.39,100,90,17.27,CA,1618713768
Kouango,4.9934,19.9619,73.04,85,100,1.86,CF,1618713768
Diu,20.7141,70.9822,85.55,48,0,8.88,IN,1618713769
Mackay,-21.15,149.2,80.6,69,40,14.97,AU,1618713770
Beckley,37.7782,-81.1882,45.88,57,90,1.39,US,1618713716
Kailua,21.4022,-157.7394,76.08,64,40,11.5,US,1618713687
Nyimba,-14.5566,30.8149,59.11,87,44,4.18,ZM,1618713771
Berlevåg,70.8578,29.0864,36.01,81,51,16.11,NO,1618713771
Kichera,55.9375,110.0997,25.83,52,16,6.53,RU,1618713771
Waipawa,-41.4122,175.5153,62.83,55,9,19.57,NZ,1618713772
Catuday,16.2923,119.8062,82.42,65,74,4.36,PH,1618713772
Severnyy,50.677,36.5532,42.8,93,40,4.47,RU,1618713773
Surin,14.8818,103.4936,91.99,60,79,2.84,TH,1618713773
Bārmer,25.75,71.3833,85.69,26,1,4.34,IN,1618713773
Nsanje,-16.92,35.262,63.95,96,100,2.89,MW,1618713774
Biltine,14.5333,20.9167,81.3,9,78,15.05,TD,1618713774
Almora,29.6167,79.6667,63.72,45,0,2.37,IN,1618713775
Thinadhoo,0.5333,72.9333,82.44,62,28,6.35,MV,1618713775
Vadlapūdi,14.3167,79.8,89.15,48,2,8.97,IN,1618713776
Bilma,18.6853,12.9164,84.6,8,100,6.38,NE,1618713777
Marawi,7.9986,124.2928,82.99,78,100,7.0,PH,1618713777
Sandwick,60.0,-1.25,42.8,75,1,19.57,GB,1618713777
Ormara,25.2088,64.6357,80.29,75,40,3.58,PK,1618713778
Kruisfontein,-34.0033,24.7314,62.35,26,0,5.44,ZA,1618713779
Waconia,44.8508,-93.7869,47.32,51,22,5.41,US,1618713779
Shymkent,42.3,69.6,55.4,67,0,6.71,KZ,1618713779
Cariré,-3.9506,-40.4733,71.37,96,54,1.3,BR,1618713779
Boca do Acre,-8.7522,-67.3978,72.7,98,100,2.24,BR,1618713780
Amoy,24.4798,118.0819,71.6,49,0,15.66,CN,1618713781
Pechora,65.1472,57.2244,13.69,69,10,10.27,RU,1618713782
Soyo,-6.1349,12.3689,78.85,86,100,3.98,AO,1618713782
Codrington,-38.2667,141.9667,64.42,61,82,12.41,AU,1618713783
Mae Sot,16.7167,98.5667,78.8,89,75,4.61,TH,1618713783
Ostrovskoye,57.8057,42.2433,37.47,84,44,6.2,RU,1618713783
Contamana,-7.3333,-75.0167,72.97,98,100,2.93,PE,1618713784
Livada,47.8667,23.1333,37.13,93,75,3.44,RO,1618713784
Lagos,6.5833,3.75,80.6,89,20,3.87,NG,1618713541
Mahibadhoo,3.7833,72.9667,83.84,67,64,9.82,MV,1618713785
Walvis Bay,-22.9575,14.5053,87.8,27,80,20.71,NA,1618713785
Maykor,59.0059,55.88,31.71,69,96,12.41,RU,1618713785
Mpongwe,-13.5091,28.155,59.32,78,56,10.71,ZM,1618713787
Huarmey,-10.0681,-78.1522,68.88,85,98,5.57,PE,1618713787
Amapá,1.0,-52.0,72.41,98,100,4.32,BR,1618713787
Balabac,7.9868,117.0645,82.69,77,89,13.62,PH,1618713788
Araguaína,-7.1911,-48.2072,72.77,93,100,2.28,BR,1618713788
Inhambane,-23.865,35.3833,66.04,71,55,6.13,MZ,1618713789
Ţahţā,26.7693,31.5021,69.8,28,0,4.61,EG,1618713789
Narwar,25.65,77.9,85.77,24,3,5.97,IN,1618713790
Tommot,58.9564,126.2925,30.25,64,100,6.2,RU,1618713791
Dingle,10.9995,122.6711,88.25,48,100,15.03,PH,1618713510
Jalu,29.0331,21.5482,77.2,24,16,9.35,LY,1618713791
Gazli,40.1333,63.45,66.27,42,2,2.3,UZ,1618713791
Saint-François,46.4154,3.9054,37.4,81,0,3.44,FR,1618713792
Hambantota,6.1241,81.1185,82.4,83,20,5.75,LK,1618713793
Alice Springs,-23.7,133.8833,71.33,28,0,18.41,AU,1618713794
Buraidah,26.326,43.975,64.4,63,0,6.82,SA,1618713794
Jacmel,18.2342,-72.5347,82.4,69,12,17.27,HT,1618713795
Elmira,42.0898,-76.8077,42.26,93,90,2.37,US,1618713795
Slave Lake,55.2834,-114.769,39.2,93,90,2.3,CA,1618713796
Aryanah,36.8601,10.1934,48.2,93,20,3.44,TN,1618713796
Port Lincoln,-34.7333,135.8667,66.33,47,23,5.7,AU,1618713742
Lavrentiya,65.5833,-171.0,31.55,89,58,7.58,RU,1618713797
Solhan,38.9634,41.0293,44.6,87,20,0.38,TR,1618713797
Paris,48.8534,2.3488,39.47,75,0,10.36,FR,1618713253
Matara,5.9485,80.5353,77.72,88,100,6.17,LK,1618713798
Tuatapere,-46.1333,167.6833,56.55,71,82,9.69,NZ,1618713798
Sharjah city,25.3573,55.4033,72.46,68,0,5.75,AE,1618713786
Sakakah,29.9697,40.2064,66.2,32,0,6.91,SA,1618713791
Zemio,5.0314,25.1361,70.9,79,97,1.12,CF,1618713799
Ailigandí,9.2333,-78.0167,79.18,86,84,2.46,PA,1618713799
Tura,25.5198,90.2201,81.66,50,2,3.62,IN,1618713796
Belyy Yar,53.6039,91.3903,30.2,55,0,6.6,RU,1618713800
Poum,-20.2333,164.0167,79.97,72,16,14.99,NC,1618713800
Göksun,38.021,36.4973,55.4,82,75,6.91,TR,1618713801
Jinzhou,41.1078,121.1417,63.43,16,0,7.87,CN,1618713801
Lavumisa,-27.31,31.892,53.44,91,0,3.98,SZ,1618713801
La Cruz,23.9167,-106.9,69.01,88,0,1.01,MX,1618713802
Leh,34.1667,77.5833,35.2,73,99,5.44,IN,1618713802
Ağdam,39.991,46.9274,57.81,70,99,2.55,AZ,1618713802
Koshurnikovo,54.1667,93.3,27.25,81,100,2.64,RU,1618713803
Faanui,-16.4833,-151.75,82.38,72,41,7.02,PF,1618713803
Horta,38.5333,-28.6333,61.05,90,50,13.38,PT,1618713803
Margate,51.3813,1.3862,37.67,76,95,1.99,GB,1618713804
Rawson,-43.3002,-65.1023,59.77,72,96,19.44,AR,1618713566
Mwingi,-0.9344,38.0601,64.02,96,83,3.56,KE,1618713804
Rabak,13.1809,32.74,82.47,6,3,10.38,SD,1618713805
Usinsk,65.9939,57.5281,8.4,77,1,8.46,RU,1618713806
Yulara,-25.2406,130.9889,69.8,30,0,17.27,AU,1618713806
Kyabé,9.4515,18.9449,81.21,21,100,3.71,TD,1618713807
Pangnirtung,66.1451,-65.7125,-0.4,84,20,7.96,CA,1618713807
Kuminskiy,58.6667,66.5667,26.87,78,97,17.16,RU,1618713807
Tendūkheda,23.4,79.55,80.6,44,3,6.91,IN,1618713808
Bandarbeyla,9.4942,50.8122,80.1,80,22,1.83,SO,1618713543
Abnūb,27.2696,31.1511,69.8,35,0,6.55,EG,1618713809
Chake Chake,-5.2459,39.7666,77.65,87,100,13.11,TZ,1618713809
Marsh Harbour,26.5412,-77.0636,76.55,79,7,7.25,BS,1618713810
Acajutla,13.5928,-89.8275,73.0,96,79,1.99,SV,1618713810
Kasongo-Lunda,-6.4667,16.8167,69.58,94,98,2.64,CD,1618713606
Plouzané,48.3833,-4.6167,34.95,93,0,4.61,FR,1618713811
Sabirabad,40.0095,48.4752,48.2,93,0,5.46,AZ,1618713811
Merauke,-8.4667,140.3333,76.24,94,100,2.15,ID,1618713584
Çanta,41.1181,28.0803,46.4,93,75,11.5,TR,1618713812
Monte Alegre,-2.0078,-54.0692,74.21,97,97,2.15,BR,1618713812
Benjamín Aceval,-24.9667,-57.5667,71.31,88,0,5.75,PY,1618713813
Petauke,-14.2426,31.3253,58.89,81,46,9.98,ZM,1618713813
Leningradskiy,69.3833,178.4167,35.46,80,100,7.92,RU,1618713578
Varenikovskaya,45.1209,37.6417,48.09,87,100,8.95,RU,1618713814
Lappeenranta,61.0587,28.1887,33.87,69,0,3.44,FI,1618713814
Santa Maria,-29.6842,-53.8069,66.2,94,0,6.91,BR,1618713815
Galveston,29.3669,-94.9669,61.02,67,90,23.02,US,1618713815
Yakeshi,49.2833,120.7333,41.29,87,8,4.54,CN,1618713816
Bay Roberts,47.5999,-53.2648,36.41,93,100,3.0,CA,1618713769
Yakovlevka,44.425,133.4772,53.94,41,70,10.83,RU,1618713816
Mrakovo,52.7161,56.6244,48.45,79,0,3.65,RU,1618713817
Clarence Town,-32.5833,151.7833,66.65,73,75,9.22,AU,1618713817
City of San Pedro,14.35,121.0167,87.17,62,75,8.05,PH,1618713818
Kiunga,-6.1219,141.2906,76.57,92,100,4.0,PG,1618713818
Nizip,37.0097,37.7942,55.4,71,0,2.33,TR,1618713819
Pingxiang,27.6167,113.85,62.76,78,100,2.44,CN,1618713819
Isangel,-19.55,169.2667,81.1,76,100,11.3,VU,1618713819
Sioux City,42.5,-96.4003,46.98,66,90,4.61,US,1618713771
Henties Bay,-22.116,14.2845,76.57,45,88,5.59,NA,1618713820
Yangi Marg`ilon,40.4272,71.7189,64.4,29,100,9.22,UZ,1618713821
Pisco,-13.7,-76.2167,66.54,88,0,10.36,PE,1618713815
Imaculada,-7.3897,-37.5092,66.69,91,100,4.34,BR,1618713821
Chumikan,54.7183,135.315,33.3,80,30,7.0,RU,1618713821
Kattivākkam,13.2167,80.3167,86.0,74,40,5.75,IN,1618713822
Harper,4.375,-7.7169,77.88,84,99,3.47,LR,1618713822
Djougou,9.7085,1.666,76.59,67,97,3.33,BJ,1618713823
West Lafayette,40.4259,-86.9081,47.39,50,1,3.44,US,1618713730
Pangody,65.85,74.4859,-2.99,95,45,10.63,RU,1618713823
Karla,59.3723,24.9275,37.18,65,0,9.22,EE,1618713824
Warrnambool,-38.3833,142.4833,59.0,91,88,4.0,AU,1618713824
Salta,-24.7859,-65.4117,65.32,94,75,2.3,AR,1618713825
Rantauprapat,2.1,99.8333,85.33,60,90,2.3,ID,1618713780
Kjøllefjord,70.9457,27.3465,35.11,78,67,12.95,NO,1618713825
Kabompo,-13.5927,24.2008,57.85,76,78,5.82,ZM,1618713826
Luwuk,-0.9516,122.7875,85.96,65,87,4.63,ID,1618713826
Inongo,-1.95,18.2667,72.07,94,100,5.06,CD,1618713827
Marzuq,14.4,46.4667,67.46,30,2,3.76,YE,1618713827
Zyryanka,65.75,150.85,35.06,94,100,7.0,RU,1618713828
Ondangwa,-17.9167,15.95,66.2,59,57,3.44,NA,1618713828
Dongsheng,39.8161,109.9776,53.78,17,1,13.87,CN,1618713829
Quibdó,5.6947,-76.6611,74.01,97,99,2.33,CO,1618713829
Sitka,57.0531,-135.33,53.6,66,75,4.43,US,1618713784
Port Hedland,-20.3167,118.5667,89.6,19,0,19.57,AU,1618713830
Moratuwa,6.773,79.8816,82.4,78,20,6.91,LK,1618713830
Gornozavodsk,58.3758,58.3211,32.72,77,78,8.63,RU,1618713830
Karasjok,69.4719,25.5112,32.0,80,100,11.5,NO,1618713831
Awjilah,29.1081,21.2869,77.56,23,52,11.7,LY,1618713833
Agirish,61.9247,63.0231,15.62,71,91,11.1,RU,1618713833
Hirara,24.8,125.2833,71.6,53,20,20.71,JP,1618713834
Trebinje,42.7119,18.3442,48.2,66,75,6.91,BA,1618713834
Taywarah,33.35,64.4167,40.93,39,10,5.39,AF,1618713835
Bhātāpāra,21.7333,81.9333,82.4,65,5,3.44,IN,1618713835
Bogovinje,41.9236,20.9136,42.8,93,90,2.3,MK,1618713836
Saint-Junien,45.8833,0.9,39.99,70,0,8.05,FR,1618713837
Clyde River,70.4692,-68.5914,5.0,92,90,13.8,CA,1618713837
El Llano,20.05,-99.3,67.32,51,61,1.97,MX,1618713838
Bariloche,-41.1456,-71.3082,47.7,56,65,4.5,AR,1618713779
Ketchikan,55.3422,-131.6461,59.0,47,1,5.75,US,1618713839
Rodolfo Sánchez Taboada,31.7167,-116.5667,59.0,81,1,1.99,MX,1618713839
Bojnourd,37.4747,57.329,44.6,76,20,2.3,IR,1618713840
High Prairie,55.4334,-116.4858,48.2,49,100,24.16,CA,1618713840
Christchurch,-43.5333,172.6333,62.96,52,3,11.5,NZ,1618713768
Tougan,13.0667,-3.0667,82.96,47,94,9.51,BF,1618713841
Oodweyne,9.4092,45.064,71.26,66,12,8.37,SO,1618713842
Buala,-8.145,159.5921,85.46,69,95,5.82,SB,1618713592
Erice,38.037,12.5865,56.25,94,40,3.44,IT,1618713842
Dhankutā,26.9833,87.3333,72.09,49,0,3.44,NP,1618713843
Goderich,43.7501,-81.7165,37.4,93,14,2.3,CA,1618713843
Acaraú,-2.8856,-40.12,76.91,88,59,9.6,BR,1618713844
Hermiston,45.8404,-119.2895,72.52,20,1,5.75,US,1618713845
Verkh-Usugli,52.7,115.1667,47.68,48,100,13.82,RU,1618713845
Dongtai,32.8523,120.3095,62.87,33,13,4.7,CN,1618713845
Muros,42.7762,-9.0603,44.62,74,95,5.7,ES,1618713846
Coyula,20.6333,-103.2,78.8,10,1,10.36,MX,1618713846
Kibala,9.1104,18.3463,77.0,47,0,4.74,TD,1618713847
Road Town,18.4167,-64.6167,78.33,89,1,3.0,VG,1618713828
Prado,-17.3411,-39.2208,74.44,82,15,6.58,BR,1618713847
Shatrovo,56.5167,64.6333,42.26,66,21,14.63,RU,1618713847
Dhandhuka,22.3667,71.9833,88.27,38,1,11.14,IN,1618713848
Meulaboh,4.1363,96.1285,83.77,70,82,1.36,ID,1618713849
Iberia,29.9502,-91.7507,57.13,94,75,9.22,US,1618713849
Williston,48.147,-103.618,54.54,37,100,4.09,US,1618713377
Juneau,58.3019,-134.4197,54.21,36,40,3.44,US,1618713850
Pa Sang,18.5262,98.9394,81.91,69,75,2.3,TH,1618713851
Kawalu,-7.3817,108.2082,84.51,58,98,3.02,ID,1618713851
Galle,6.0367,80.217,79.48,81,100,4.54,LK,1618713851
San,13.3034,-4.8956,86.79,30,100,7.65,ML,1618713852
Šentjur pri Celju,46.2172,15.3975,41.67,77,100,2.04,SI,1618713852
Pacific Grove,36.6177,-121.9166,52.07,71,75,10.36,US,1618713853
Greeley,40.4233,-104.7091,40.19,48,40,1.01,US,1618713658
Mayo,38.8876,-76.5119,48.24,98,100,3.71,US,1618713854
Umrāla,21.8333,71.8167,88.79,35,1,10.31,IN,1618713854
Port Hardy,50.6996,-127.4199,60.93,48,1,4.61,CA,1618713854
Muisne,0.6,-80.0333,76.62,83,97,2.15,EC,1618713855
Shimoda,34.6667,138.95,60.39,55,20,23.02,JP,1618713855
Laredo,27.5064,-99.5075,66.2,59,90,5.75,US,1618713770
Itoman,26.1247,127.6694,68.85,49,20,26.46,JP,1618713856
Shelburne,44.0787,-80.2041,38.59,84,72,6.55,CA,1618713857
Kandiari,26.9156,68.5216,89.33,26,3,8.14,PK,1618713857
Mitú,1.1983,-70.1733,71.87,95,100,1.72,CO,1618713858
Shalya,57.2471,58.7298,37.26,80,8,8.46,RU,1618713859
Huilong,31.8111,121.655,64.4,37,57,3.71,CN,1618713815
Nizhniy Tsasuchey,50.5167,115.1333,60.04,27,96,21.0,RU,1618713859
